target_id,mean_similarity,max_similarity,min_similarity,std_similarity,num_similar_targets
tarov101954,0.0616742450819909,0.2682618061533089,0.0,0.037412150371371765,19386
tarov101960,0.03181415422734954,0.6703786138000193,0.0,0.027199874038490876,19386
tarov102010,0.10739047446330861,0.5372879853702194,0.0,0.10283416527480356,19386
tarov102096,0.04116038464899057,0.8505820161415586,0.0,0.03557438464059594,19386
tarov102103,0.04167194279770685,1.0000000000000007,0.0,0.03607082694764485,19386
tarov102107,0.04167194279770685,1.0000000000000007,0.0,0.03607082694764485,19386
tarov102110,0.04167194279770685,1.0000000000000007,0.0,0.03607082694764485,19386
tarov102112,0.04167194279770685,1.0000000000000007,0.0,0.03607082694764485,19386
tarov102119,0.11901881426736659,0.6200715432550686,0.000860660887827854,0.12488383210995595,19386
tarov102145,0.10304369544822381,0.6733246415367095,0.0,0.13478236269593583,19386
tarov102149,0.04795408507495436,0.4269904963269838,0.0,0.03395122940505001,19386
tarov102171,0.05239825824471655,1.0,0.0,0.050185999057486365,19386
tarov102173,0.053046753357969274,1.0000000000000002,0.0,0.040411837371366374,19386
tarov102374,0.07594272024960853,0.42787737482166727,0.0,0.0705906091847848,19386
tarov102443,0.08144438995958804,0.4040977050473212,0.0,0.05896508366916388,19386
tarov102578,0.050231806970243174,0.7050005225474383,0.0,0.03374887346780995,19386
tarov102648,0.06202839650343115,0.5516868912122898,0.0,0.057442313372295085,19386
tarov102702,0.06179376445013972,0.42073144080431985,0.0,0.038192964326672525,19386
tarov102800,0.03535879267130588,0.8931027418440185,0.0,0.08019669993200448,19386
tarov102886,0.045333875457741625,0.28151693229870434,0.0,0.03237758480981916,19386
tarov102916,0.05067463374746639,0.9443486631959004,0.0,0.04193138648885953,19386
tarov102989,0.07666316149655658,0.41293462275468723,0.0,0.05758239933607711,19386
tarov103008,0.04685850876051229,1.0000000000000002,0.0,0.031636682766110105,19386
tarov103020,0.05459113974597383,0.8581887449993629,0.0,0.05946937095162258,19386
tarov103023,0.04278746213977851,0.9498550885877466,0.0,0.051886418843675175,19386
tarov103032,0.13103336241587832,0.8176440345623954,0.0,0.16485602632731114,19386
tarov103038,0.03298845352034126,0.8739268668950457,0.0,0.076493797349359,19386
tarov103053,0.07058455373662523,0.3678344780864662,0.0,0.06034939090884194,19386
tarov103225,0.04167194279770685,1.0000000000000007,0.0,0.03607082694764485,19386
tarov103248,0.10051449077332938,0.544986673508466,0.0,0.10009036025683367,19386
tarov103334,0.03615007107625397,0.9592559396628112,0.0,0.09242508712833805,19386
tarov103352,0.09249279079259451,0.4494919191150151,0.0,0.08520708249580174,19386
tarov103371,0.08715300722358771,0.4807631684086571,0.0,0.08628886683358723,19386
tarov103554,0.08035337628352554,1.0000000000000002,0.0,0.05982880015709008,19386
tarov103560,0.04198351130667425,0.6175802601168715,0.0,0.033524561573074645,19386
tarov103907,0.09796536776741001,0.45698820973324716,0.0,0.09268158974493064,19386
tarov103970,0.07067971982449403,0.3323596304583467,0.0,0.04893003134301066,19386
tarov103975,0.05239825824471655,1.0,0.0,0.050185999057486365,19386
tarov103981,0.08151263345450563,0.49510791224754147,0.0,0.07271565390664572,19386
tarov103993,0.0625199468276248,0.9197319995825748,0.0,0.06143642800739211,19386
tarov104038,0.09024971785146747,0.5022913800433023,0.0,0.10211213801844789,19386
tarov104060,0.06280136248237296,0.3023665395349576,0.0,0.03546354624239935,19386
tarov104084,0.04390218654566233,0.26740886067148273,0.0,0.029616139367710747,19386
tarov104114,0.1222878132716648,0.6550359450055001,0.0,0.13152773425555958,19386
tarov104138,0.09709984607713806,0.927827569045807,0.0,0.10050704928208508,19386
tarov104184,0.10380966721140303,1.0000000000000002,0.0,0.09818381011130095,19386
tarov104205,0.09694986325346582,0.4660744117570856,0.0,0.08116907422945385,19386
tarov104346,0.08116415557601842,0.9999999999999999,0.0004557275200519902,0.07907881563702118,19386
tarov104378,0.06659036924787075,0.3558726630067881,0.0,0.045338997229541045,19386
tarov104428,0.049977005190975546,0.3694267690172661,0.0,0.03863332249307372,19386
tarov104446,0.12830164948930523,1.0000000000000002,0.0,0.17758625961450042,19386
tarov104582,0.0967571481076434,1.0,0.0,0.10393174893160664,19386
tarov104665,0.06376889167233298,0.9182471016498621,0.0,0.045498010767920184,19386
tarov104765,0.02766607134686986,1.0000000000000002,0.0,0.02731374126056886,19386
tarov104768,0.050233463908945446,0.5643643080730772,0.0,0.04047202656836162,19386
tarov104936,0.04813919509981193,0.7606686992964564,0.0,0.04039313689864033,19386
tarov104937,0.05247944578597856,0.3368024598337966,0.0,0.03451372051451624,19386
tarov104980,0.0420378609211249,0.35262641743087314,0.0,0.03459754084671219,19386
tarov105008,0.04581312833897729,0.3304926423576952,0.0,0.032583220083148665,19386
tarov105043,0.05782532321439553,0.39354899831288237,0.0,0.036919630561394044,19386
tarov105062,0.08748242415941988,0.4946631564546527,0.0,0.07506132848867256,19386
tarov105108,0.05386437960801225,1.0,0.0,0.04671877096402454,19386
tarov105113,0.05239825824471655,1.0,0.0,0.050185999057486365,19386
tarov105314,0.06873396137829006,0.30820076182077366,0.0,0.04662302897133261,19386
tarov105331,0.12150512510511315,0.739992365967799,0.00040871193626816735,0.13035616476415327,19386
tarov105359,0.13282253329516358,0.8019383609354521,0.0,0.1646890589489344,19386
tarov105454,0.06992447009572618,0.405450769416129,0.0,0.04632987854630633,19386
tarov105514,0.11801603813100899,0.6447129486892675,0.0,0.1348600698962134,19386
tarov105564,0.057604869772779004,0.8013225394045478,0.0,0.08335807348434786,19386
tarov105580,0.049363475663718015,0.3923632624641477,0.0,0.03315635908856264,19386
tarov105680,0.10182895879431927,1.0000000000000002,0.0,0.10457322595482611,19386
tarov105684,0.10182895879431927,1.0000000000000002,0.0,0.10457322595482611,19386
tarov105691,0.10182895879431927,1.0000000000000002,0.0,0.10457322595482611,19386
tarov105731,0.0948607430225985,1.0000000000000002,0.0,0.09319002661451498,19386
tarov105755,0.08950623152373768,0.43393566757248503,0.0,0.08460681514636871,19386
tarov105820,0.045869139478874534,0.5078370607291555,0.0,0.03807565821565907,19386
tarov105908,0.10380966721140303,1.0000000000000002,0.0,0.09818381011130095,19386
tarov105955,0.028779573718315837,0.798458840553008,0.0,0.031136620856621222,19386
tarov105979,0.1245934090041012,0.7535163869427987,0.0,0.15412591716118404,19386
tarov106063,0.0798765684075375,1.0000000000000002,0.0,0.06893350164300112,19386
tarov106101,0.06469181586602502,0.3908583066973705,0.0,0.04670726777821102,19386
tarov106116,0.11823273072954751,0.7078217285820508,0.0,0.1464576456166874,19386
tarov106119,0.1223129868407922,0.7048194390471176,0.0,0.14165203369384932,19386
tarov106227,0.07243918138926418,0.8037121312282205,0.0,0.0668685475412618,19386
tarov106256,0.08056375515849792,0.42286228658971553,0.0,0.0730339841794675,19386
tarov106270,0.09078094446605464,0.3564254688678014,0.0,0.06887834090984661,19386
tarov106312,0.056041692811978884,0.29117759348801114,0.0,0.039826217598275065,19386
tarov106468,0.04685850876051229,1.0000000000000002,0.0,0.031636682766110105,19386
tarov106549,0.06977467280981559,0.3315521960846918,0.0,0.04476010719876449,19386
tarov106558,0.06211207000242586,0.42561466825911826,0.0,0.055654222418094756,19386
tarov106578,0.05386437960801225,1.0,0.0,0.04671877096402454,19386
tarov106604,0.03350776553391912,0.5211904850965616,0.0,0.026608455980703355,19386
tarov106647,0.059860274405674166,0.5756438847840413,0.0,0.051700847296184724,19386
tarov106659,0.076870512575631,0.40790041110371017,0.0,0.04507983177587793,19386
tarov106674,0.05938504639759707,0.2859280887017798,0.0,0.036018432001067184,19386
tarov106697,0.07512246775721139,0.5551444496060772,0.0,0.06028120923095365,19386
tarov106787,0.06289117707893686,0.9999999999999996,0.0,0.041780047857573346,19386
tarov106802,0.03434223730887388,1.0,0.0,0.05185433482096809,19386
tarov106874,0.13322039790450477,0.8754241371966467,0.0,0.17995717680912476,19386
tarov106886,0.1137964774808571,1.0000000000000002,0.0,0.10152634419512514,19386
tarov106949,0.05763978194343687,1.0,0.0,0.049942031447252656,19386
tarov106951,0.05763978194343687,1.0,0.0,0.049942031447252656,19386
tarov106971,0.10380966721140303,1.0000000000000002,0.0,0.09818381011130095,19386
tarov106976,0.05763978194343687,1.0,0.0,0.049942031447252656,19386
tarov106995,0.08047803499345844,0.465575626020518,0.0,0.05142497559326203,19386
tarov107075,0.03725953017327514,0.3336159458818307,0.0,0.03276962638471957,19386
tarov107121,0.04599986062220625,0.6795036410036244,0.0,0.029266633237633042,19386
tarov107123,0.08125660774849028,0.6710562167388997,0.0,0.07885355381034871,19386
tarov107165,0.052873668297206924,0.7490299457624217,0.0,0.03838383429285996,19386
tarov107192,0.07028390699729145,0.36520563860508076,0.0,0.054307164853996136,19386
tarov107209,0.03468723765191258,0.8657655676266997,0.0,0.03463048662173475,19386
tarov107210,0.04685850876051229,1.0000000000000002,0.0,0.031636682766110105,19386
tarov107235,0.04988350668811214,0.4699122063209348,0.0,0.03222164469548871,19386
tarov107248,0.020650510826844652,0.9898965124660312,0.0,0.03185942240165579,19386
tarov107293,0.07342292013239453,0.4474144114643642,0.0,0.06902313575391886,19386
tarov107327,0.06083971705892449,0.7735271509065077,0.0,0.03934519828922981,19386
tarov107354,0.04651086210310142,1.0,0.0,0.03562334470765297,19386
tarov107355,0.047726967838918825,0.46043508752945655,0.0,0.033630477509494265,19386
tarov107395,0.04914266100506242,1.0,0.0,0.03360529103133048,19386
tarov107485,0.044110063326585645,0.2437181768649369,0.0,0.030888248406565958,19386
tarov107491,0.06694364636807393,0.3188620017967375,0.0,0.05312962120086428,19386
tarov107494,0.057164557957944055,1.0000000000000002,0.0,0.03852609543823794,19386
tarov107600,0.10380966721140303,1.0000000000000002,0.0,0.09818381011130095,19386
tarov107604,0.059191762984339376,1.0,0.0,0.058403926297710164,19386
tarov107635,0.07330062288299469,0.3589718512884836,0.0,0.05044303107838993,19386
tarov107912,0.058266717864093334,1.0000000000000002,0.0,0.037412451359823705,19386
tarov107960,0.13826654477161557,0.7785285735947964,0.0,0.15968682003389403,19386
tarov107968,0.0831063290455267,0.4434917068215923,0.0,0.06775953338002308,19386
tarov107973,0.09704440200479497,0.557452225728914,0.0,0.10434387868283235,19386
tarov107992,0.041125500876616775,0.3949144289068182,0.0,0.04034848241821798,19386
tarov108143,0.08589999920226075,0.440850417906932,0.0,0.0726309658025003,19386
tarov108165,0.04339038556758841,0.39470858966445105,0.0,0.034438874753765975,19386
tarov108175,0.11721249448461256,0.6945516162316941,0.0,0.1450797038126459,19386
tarov108278,0.083613025439648,0.43273923003690956,0.0,0.060017926142675565,19386
tarov108311,0.04654203199020643,0.43795307331634176,0.0,0.0405789829942265,19386
tarov108366,0.057731125269632436,0.3078731168247999,0.0,0.04551282629469937,19386
tarov108373,0.06980083480115772,0.39260655147466544,0.0,0.048960137711954586,19386
tarov108417,0.0460830125559168,0.40402421071262423,0.0,0.03180581090916101,19386
tarov108422,0.06759219809258314,1.0000000000000002,0.0,0.04410302260876077,19386
tarov108450,0.03484627402448865,0.36936573639884474,0.0,0.028082351485142286,19386
tarov108558,0.06102319995683641,0.5878403890925809,0.0,0.042671748355498584,19386
tarov108811,0.0946127187446664,0.699788431395914,0.0,0.11584565850086087,19386
tarov108854,0.05024049771435063,0.3276034404847515,0.0,0.03463480566322473,19386
tarov108863,0.1294632706281373,0.8643860461700852,0.0,0.17192559428101414,19386
tarov108932,0.07307150142927002,1.0000000000000002,0.0,0.06126392861620526,19386
tarov109045,0.0977342194694599,1.0,0.0,0.09931732103440088,19386
tarov109179,0.04138600613255325,0.506758822531523,0.0,0.045597427773844144,19386
tarov109218,0.08367554563605586,0.8645533483368926,0.0,0.09567866598114504,19386
tarov109285,0.034337554647619103,0.7444559734508007,0.0,0.03141610595977944,19386
tarov109307,0.03434223730887388,1.0,0.0,0.05185433482096809,19386
tarov109393,0.08382250108740576,0.5492611911710892,0.0,0.07617941353271634,19386
tarov109395,0.07254205620086729,1.0000000000000002,0.000830169148043096,0.04823436609617159,19386
tarov109430,0.09996734624634172,1.0,0.0,0.09168113608798747,19386
tarov109783,0.05058404543071205,0.3388667386232347,0.0,0.03325945830417361,19386
tarov109870,0.11467714327551806,0.5884083664208156,0.0,0.12123562833283857,19386
tarov110132,0.10457116193985677,0.5653038023969169,0.0,0.11546042955387287,19386
tarov110168,0.04966954911001577,0.38419956882170636,0.0,0.038648573619571885,19386
tarov110182,0.071086347027058,0.38930273945922905,0.0,0.052128625586643204,19386
tarov110330,0.07662040777991805,0.5482127426786363,0.0,0.06382020107635009,19386
tarov110348,0.06125527645778016,0.43614643028916056,0.0,0.03649980670666533,19386
tarov110434,0.13262321214746736,0.9390858936702963,0.0,0.19113144540940685,19386
tarov110518,0.0726436272234325,0.7790037503790662,0.0,0.07628527009524322,19386
tarov110551,0.07813328003446775,0.4508427479702323,0.0,0.06285234538070637,19386
tarov110644,0.10682917815043422,0.5481337773879191,0.0,0.11006701773148062,19386
tarov110736,0.050674655348711,0.7089459406209951,0.0,0.04050428179275136,19386
tarov110860,0.05803616246602059,0.3969465748953529,0.0,0.04067477677710784,19386
tarov110866,0.10473569581417609,0.4240022258741679,0.0026731102392224355,0.08339861312387307,19386
tarov110893,0.09126977201418447,0.5869525338149538,0.0,0.08591170935348025,19386
tarov110895,0.0483211993848262,0.4113523010015259,0.0,0.03205373296368173,19386
tarov110902,0.05742672536423831,1.0,0.0,0.04635993131156904,19386
tarov110964,0.06289117707893686,0.9999999999999996,0.0,0.041780047857573346,19386
tarov111037,0.05874508097150858,0.3583743000790436,0.0,0.03935842148411633,19386
tarov111154,0.1283026338183512,0.881008092698638,0.0,0.1814006658767948,19386
tarov111271,0.05413647297015197,0.44209592518640944,0.0,0.04378848440536872,19386
tarov111352,0.05282197597183028,0.9999999999999999,0.0,0.0361249352814552,19386
tarov111377,0.03580094386647822,0.6262089857823467,0.0,0.030190952264882616,19386
tarov111381,0.10948852887520992,0.5870297443052148,0.0,0.11659933169616767,19386
tarov111469,0.05864987830148295,0.613424598748311,0.0,0.043594945337088506,19386
tarov111603,0.09680009272302274,0.5665131263861697,0.0,0.09879647327206664,19386
tarov111633,0.09406598490619607,0.5188661102375766,0.0,0.09707374011110026,19386
tarov111661,0.04651086210310142,1.0,0.0,0.03562334470765297,19386
tarov111674,0.06154844077656236,1.0,0.0,0.04649157542287707,19386
tarov111714,0.08842381536477914,1.0000000000000002,0.0,0.08347265181930658,19386
tarov111735,0.0804774102265811,0.4357474155631587,0.0,0.06783816350614418,19386
tarov111794,0.03771737752698892,0.351218046784967,0.0,0.033065000867962206,19386
tarov111797,0.06509608692651338,0.45658018198346334,0.0,0.055344064972606424,19386
tarov111959,0.09952533706866878,0.4991713791442068,0.0,0.08845167883951885,19386
tarov111978,0.09059184126934332,0.4875716641328275,0.0,0.06982986718224238,19386
tarov112116,0.12982604718687324,0.8821285641220603,0.0,0.1801792308869167,19386
tarov112178,0.0778476118056881,0.5188675143803517,0.0,0.0787689704861099,19386
tarov112334,0.057818597802893376,1.0,0.0,0.03414681472118494,19386
tarov112345,0.06745318756466763,0.48851991965790875,0.0,0.0505826517734358,19386
tarov112475,0.03928031194182463,0.9627896286837777,0.0,0.09388627862364197,19386
tarov112519,0.0704538627619992,0.358170511383973,0.0,0.04405551466786825,19386
tarov112624,0.06801738284916375,0.4871220477202573,0.0,0.06151934556097722,19386
tarov112675,0.08658576185946848,1.0000000000000002,0.0,0.06285001619394545,19386
tarov112800,0.0940216524195246,0.4753719067234212,0.0,0.09496977350430597,19386
tarov112805,0.05733889108621297,0.29354950324012297,0.0,0.04083682721086099,19386
tarov112949,0.06326213214183256,0.3872289090468245,0.0,0.039371167589521514,19386
tarov113059,0.06656169125476141,0.3974170693373194,0.0,0.05116496795452631,19386
tarov113121,0.04600347329414152,1.0,0.0,0.03599208835777565,19386
tarov113127,0.04600347329414152,1.0,0.0,0.03599208835777565,19386
tarov113304,0.05354184817844776,0.4317289206101071,0.0,0.03314054006950982,19386
tarov113326,0.05054415803430825,0.4599071498835406,0.0,0.04126783476753246,19386
tarov113343,0.04716879131624599,0.33008904738145495,0.0,0.028441006489322487,19386
tarov113344,0.03875281619199003,0.39146432022602207,0.0,0.03114509895945731,19386
tarov113436,0.0473604085138194,0.349922435510564,0.0,0.030486741214732632,19386
tarov113529,0.0875115262423484,0.4284162510657422,0.0,0.06908568034878472,19386
tarov113538,0.044911128866917366,1.0,0.0,0.03415978514641143,19386
tarov113698,0.06953031801212259,0.37873087320614773,0.0,0.044217120743042904,19386
tarov113742,0.05917530965952896,1.0000000000000002,0.0,0.03894449145904639,19386
tarov113752,0.053572887924119975,1.0,0.0,0.03590017637960953,19386
tarov113768,0.041529935227728375,0.4246542164225435,0.0,0.03156226820199899,19386
tarov113886,0.024405173880737555,0.7608694027876168,0.0,0.038241721696023245,19386
tarov113951,0.08747280890104589,0.4871052388481944,0.0,0.08812611272852644,19386
tarov114027,0.04234800161206547,0.4302023948117802,0.0,0.03681125762995685,19386
tarov114034,0.1267890057104959,0.8328659464996551,0.0,0.1671791546891091,19386
tarov114048,0.03690436692621879,0.4507546007376777,0.0,0.028269582032130168,19386
tarov114068,0.11248162873091426,0.7309084597030922,0.0,0.14665153052950147,19386
tarov114074,0.07387655794116067,0.9977322678487376,0.0,0.05221977774712812,19386
tarov114121,0.054101368940450235,1.0000000000000002,0.0,0.0391466353298112,19386
tarov114142,0.054101368940450235,1.0000000000000002,0.0,0.0391466353298112,19386
tarov114144,0.05250257385975765,0.3436504198428367,0.0,0.036943942679880645,19386
tarov114277,0.056388590243402106,0.8817864842066369,0.0,0.06050952804611503,19386
tarov114312,0.10385297783243794,0.7806487306656634,0.0,0.09507580691524185,19386
tarov114532,0.03282473640085738,0.7371260050215556,0.0,0.029708638140368945,19386
tarov114536,0.09895088424259006,0.5247199979899391,0.0,0.10694635701800582,19386
tarov114589,0.03461399184941154,0.7282772499409356,0.0,0.027719054241477855,19386
tarov114703,0.06722625050156467,0.30234217307378775,0.0,0.048133406520511096,19386
tarov114768,0.041306206859432246,0.7220740583844348,0.0,0.040920021238508096,19386
tarov114808,0.049572514091657964,0.36988956362906195,0.0,0.03396162874188402,19386
tarov114829,0.036004236008387244,0.5782743872118352,0.0,0.04141297644984335,19386
tarov114830,0.06268589290104143,0.3187261598588849,0.0,0.0436417572844281,19386
tarov114848,0.029926015639168867,1.0,0.0,0.03160531124431792,19386
tarov114910,0.09858450624349838,0.5485293118407022,0.0,0.09080394289277512,19386
tarov114924,0.03521237314371238,0.4314228448245025,0.0,0.02884969379614728,19386
tarov114957,0.10974687623804547,0.5895657020222326,0.0,0.11972843490499968,19386
tarov115091,0.03761315293035612,0.6224396471058095,0.0,0.03725566224362619,19386
tarov115340,0.13531815906021144,1.0,0.0,0.1649859298411189,19386
tarov115350,0.13531815906021144,1.0,0.0,0.1649859298411189,19386
tarov115372,0.07562818606306891,1.0000000000000004,0.0,0.06389666998057397,19386
tarov115382,0.09045526627015667,0.5188833413321101,0.0,0.06861869232981443,19386
tarov115518,0.08780152636402669,1.0000000000000002,0.0,0.0719010749314595,19386
tarov115522,0.10758791520299432,0.624090587285302,0.0,0.12530480020906118,19386
tarov115523,0.08780152636402669,1.0000000000000002,0.0,0.0719010749314595,19386
tarov115526,0.07582181933007764,0.5554460746533495,0.0,0.06892746540247627,19386
tarov115550,0.03551295186709354,0.40127611683407316,0.0,0.026055211306612026,19386
tarov115628,0.11334184747797639,0.6064781419834054,0.0,0.12357808169210564,19386
tarov115665,0.042589549802761834,0.4754099540696436,0.0,0.038422969847444664,19386
tarov115868,0.057940059119797674,0.3118202521139291,0.0,0.0432200339294109,19386
tarov115962,0.05563523559465062,1.0000000000000002,0.0,0.043753639432574404,19386
tarov115993,0.06694369109478512,0.40790041110371017,0.0,0.055723657330009516,19386
tarov116022,0.0612504738564363,0.6191621599092137,0.0,0.058356172907320245,19386
tarov116105,0.055410503470813874,0.34501568568721364,0.0,0.04066120077095581,19386
